Date,Cloud Agent ID,Automation ID,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2026-04-15T17:17:58.319Z","","","On-Demand","gpt-5.4-medium","No","0","151254","599808","1485","752547","0.55"
"2026-04-15T16:57:27.012Z","","","On-Demand","gpt-5.4-medium","No","0","79869","202624","15622","298115","0.38"
"2026-04-15T15:39:27.464Z","","","On-Demand","gpt-5.4-medium","No","0","9040","576128","1308","586476","0.19"
"2026-04-15T15:36:30.307Z","","","On-Demand","gpt-5.4-medium","No","0","8367","414208","1267","423842","0.14"
"2026-04-15T15:27:13.018Z","","","On-Demand","gpt-5.4-medium","No","0","6435","545920","1252","553607","0.17"
"2026-04-15T15:14:24.779Z","","","On-Demand","gpt-5.4-medium","No","0","139159","536192","2140","677491","0.51"
"2026-04-15T15:07:15.641Z","","","On-Demand","gpt-5.4-medium","No","0","5595","774912","2232","782739","0.24"
"2026-04-15T15:04:24.549Z","","","On-Demand","gpt-5.4-medium","No","0","125956","0","721","126677","0.33"
"2026-04-15T14:48:14.355Z","","","On-Demand","gpt-5.4-medium","No","0","125036","0","888","125924","0.33"
"2026-04-15T14:17:34.609Z","","","On-Demand","gpt-5.4-medium","No","0","270679","2430976","56753","2758408","2.14"
"2026-04-15T14:14:10.607Z","","","On-Demand","composer-2","No","0","165422","0","3926","169348","0.18"
"2026-04-15T14:09:31.190Z","","","On-Demand","composer-2","No","0","110307","21248","5884","137439","0.14"
"2026-04-15T13:55:47.051Z","","","On-Demand","composer-2","No","0","75465","147968","5233","228666","0.13"
"2026-04-15T13:51:13.651Z","","","On-Demand","composer-2","No","0","924775","403712","11685","1340172","1.07"
"2026-04-15T13:42:18.810Z","","","On-Demand","composer-2","No","0","532794","142848","26449","702091","0.67"
"2026-04-12T17:45:15.187Z","","","Included","claude-4.6-opus-high","No","530306","175","6061535","222308","6814324","Included"
"2026-04-12T17:42:58.891Z","","","Included","claude-4.6-opus-high","No","9064","6","360153","4605","373828","Included"
"2026-04-12T17:42:02.250Z","","","Included","claude-4.6-opus-high","No","23199","9","523337","1704","548249","Included"
"2026-04-12T17:36:29.635Z","","","Included","claude-4.6-opus-high","No","139539","84","2518196","31982","2689801","Included"
"2026-04-12T17:28:39.977Z","","","Included","claude-4.6-opus-high","No","221121","116","2077135","99687","2398059","Included"
"2026-04-12T17:17:18.295Z","","","Included","claude-4.6-opus-high","No","23160","8","451541","20649","495358","Included"
"2026-04-12T17:09:31.994Z","","","Included","claude-4.6-opus-high","No","26874","8","321773","13352","362007","Included"
"2026-04-12T17:05:01.864Z","","","Included","claude-4.6-opus-high","No","40438","10","197810","11570","249828","Included"
"2026-04-12T16:47:33.242Z","","","Included","claude-4.6-opus-high","No","5898","18","696208","2354","704478","Included"
"2026-04-12T16:40:19.253Z","","","Included","claude-4.6-opus-high","No","497","5","120040","384","120926","Included"
"2026-04-12T16:39:38.998Z","","","Included","claude-4.6-opus-high","No","433","4","79106","104","79647","Included"
"2026-04-12T16:38:22.048Z","","","Included","claude-4.6-opus-high","No","39493","7","154733","961","195194","Included"
"2026-04-12T16:32:02.917Z","","","Included","claude-4.6-opus-high","No","2995","9","253899","1521","258424","Included"
"2026-04-12T16:28:16.306Z","","","Included","claude-4.6-opus-high","No","19215","21","527613","5332","552181","Included"
"2026-04-12T16:26:32.097Z","","","Included","claude-4.6-opus-high","No","15467","3","0","300","15770","Included"
"2026-04-08T11:10:49.919Z","","","Included","claude-4.6-opus-high-thinking","No","131595","9","869669","1189","1002462","Included"
"2026-04-08T10:56:06.301Z","","","Included","claude-4.6-opus-high-thinking","No","129634","6","436733","519","566892","Included"
"2026-04-08T10:48:02.782Z","","","Included","claude-4.6-opus-high-thinking","No","621","4","281151","508","282284","Included"
"2026-04-08T10:44:39.595Z","","","Included","claude-4.6-opus-high-thinking","No","128208","6","432215","699","561128","Included"
"2026-04-08T10:42:05.248Z","","","Included","auto","No","0","4550","14848","224","19622","Included"
"2026-04-08T10:40:03.938Z","","","Included","auto","No","0","8085","25728","516","34329","Included"
"2026-04-08T10:33:53.741Z","","","Included","claude-4.6-opus-high-thinking","No","12098","13","1457858","7545","1477514","Included"
"2026-04-08T10:26:25.537Z","","","Included","claude-4.6-opus-high-thinking","No","115062","11","991898","10041","1117012","Included"
"2026-04-08T10:19:18.330Z","","","Included","claude-4.6-opus-high-thinking","No","8430","6","427436","4438","440310","Included"
"2026-04-08T10:15:47.948Z","","","Included","claude-4.6-opus-high-thinking","No","3691","6","406863","2646","413206","Included"
"2026-04-08T10:11:16.247Z","","","Included","claude-4.6-opus-high-thinking","No","87793","15","1132723","3934","1224465","Included"
"2026-04-08T09:59:48.842Z","","","Included","claude-4.6-opus-high-thinking","No","13981","5","235232","13311","262529","Included"
"2026-04-08T09:51:02.620Z","","","Included","claude-4.6-opus-high-thinking","No","17877","6","254799","15630","288312","Included"
"2026-04-08T09:50:07.761Z","","","Included","claude-4.6-opus-high-thinking","No","441","3","55525","12","55981","Included"
"2026-04-08T09:42:35.772Z","","","Included","claude-4.6-opus-high-thinking","No","11100","6","190586","8737","210429","Included"
"2026-04-08T09:27:40.994Z","","","Included","claude-4.6-opus-high-thinking","No","28764","14","395327","16938","441043","Included"
"2026-04-08T09:25:42.604Z","","","Included","claude-4.6-opus-high-thinking","No","3355","4","26762","344","30465","Included"
"2026-04-08T09:18:05.835Z","","","Included","gpt-5.4-high","No","0","20341","1120384","2179","1142904","Included"
"2026-04-08T09:14:06.833Z","","","Included","gpt-5.4-high","No","0","171233","292736","2750","466719","Included"
"2026-04-08T08:46:39.738Z","","","Included","gpt-5.4-high","No","0","215555","2321920","8498","2545973","Included"
"2026-04-08T07:50:23.040Z","","","Included","gpt-5.4-high","No","0","289679","5178752","23186","5491617","Included"
"2026-04-08T07:47:43.123Z","","","Included","gpt-5.4-high","No","0","14569","763392","4949","782910","Included"
"2026-04-08T07:44:47.290Z","","","Included","gpt-5.4-high","No","0","3700","87040","1365","92105","Included"
"2026-04-08T07:37:55.266Z","","","Included","gpt-5.4-high","No","0","17101","160640","4812","182553","Included"
"2026-04-08T07:36:26.830Z","","","Included","gpt-5.4-high","No","0","18831","221568","3401","243800","Included"
"2026-04-08T07:24:30.344Z","","","Included","gpt-5.4-high","No","0","11614","278016","2466","292096","Included"
"2026-04-08T07:23:12.521Z","","","Included","gpt-5.4-high","No","0","9878","325504","2298","337680","Included"
"2026-04-08T07:21:58.016Z","","","Included","gpt-5.4-high","No","0","14981","232576","1572","249129","Included"
"2026-04-08T07:16:47.166Z","","","Included","gpt-5.4-high","No","0","23493","432000","13481","468974","Included"
"2026-04-08T07:09:23.130Z","","","Included","gpt-5.4-high","No","0","8862","239616","4436","252914","Included"
"2026-04-08T07:08:28.079Z","","","Included","gpt-5.4-high","No","0","33337","183552","1018","217907","Included"
"2026-04-08T07:05:13.233Z","","","Included","gpt-5.4-high","No","0","44407","179328","6360","230095","Included"
"2026-04-08T07:02:03.248Z","","","Included","claude-4.5-opus-high-thinking","No","2839","37","509045","1722","513643","Included"
"2026-04-08T06:59:02.360Z","","","Included","claude-4.5-opus-high-thinking","No","2728","30","395922","1177","399857","Included"
"2026-04-08T06:56:31.988Z","","","Included","claude-4.5-opus-high-thinking","No","97862","16","97292","623","195793","Included"
"2026-04-08T06:46:56.578Z","","","Included","claude-4.5-opus-high-thinking","No","1930","23","286744","1827","290524","Included"
"2026-04-08T06:46:12.314Z","","","Included","claude-4.5-opus-high-thinking","No","523","16","189529","391","190459","Included"
"2026-04-08T06:45:16.168Z","","","Included","claude-4.5-opus-high-thinking","No","3800","37","463001","2829","469667","Included"
"2026-04-08T06:40:26.470Z","","","Included","claude-4.5-opus-high-thinking","No","11885","65","773803","9728","795481","Included"
"2026-04-08T06:31:46.016Z","","","Included","claude-4.5-opus-high-thinking","No","66506","128","1237944","16437","1321015","Included"
"2026-04-08T06:05:58.000Z","","","Included","claude-4.5-opus-high-thinking","No","5267","30","222799","4848","232944","Included"
"2026-04-08T06:01:10.907Z","","","Included","claude-4.5-opus-high-thinking","No","54285","23","102950","1978","159236","Included"
"2026-04-08T05:47:20.640Z","","","Included","claude-4.5-opus-high-thinking","No","33975","107","573478","18996","626556","Included"
"2026-04-08T05:45:12.894Z","","","Included","claude-4.5-opus-high-thinking","No","15959","16","14749","236","30960","Included"
"2026-04-06T23:31:32.886Z","","","Included","auto","No","0","14079","57696","955","72730","Included"
"2026-04-06T23:17:55.079Z","","","Included","auto","No","0","91016","178304","13171","282491","Included"
"2026-04-06T22:45:44.778Z","","","Included","auto","No","0","37023","45824","1534","84381","Included"
"2026-04-06T22:41:48.497Z","","","Included","auto","No","0","32295","40256","697","73248","Included"
"2026-04-06T22:41:28.295Z","","","Included","auto","No","0","22317","50624","762","73703","Included"
"2026-04-06T22:39:02.375Z","","","Included","auto","No","0","10450","6368","380","17198","Included"
"2026-04-06T22:36:53.967Z","","","Included","auto","No","0","20932","22656","1344","44932","Included"
"2026-03-30T20:42:30.498Z","","","Included","gpt-5.4-medium","No","0","19103","35712","1070","55885","Included"
"2026-03-26T23:17:22.591Z","","","Included","gpt-5.4-medium","No","0","2791","329600","1787","334178","Included"
"2026-03-26T23:07:44.628Z","","","Included","gpt-5.4-medium","No","0","2970","161536","292","164798","Included"
"2026-03-26T23:06:45.497Z","","","Included","gpt-5.4-medium","No","0","11073","315008","635","326716","Included"
"2026-03-26T23:04:01.874Z","","","Included","gpt-5.4-medium","No","0","0","0","0","0","Included"
"2026-03-26T23:01:14.103Z","","","Included","gpt-5.4-medium","No","0","0","0","0","0","Included"
"2026-03-26T23:00:35.923Z","","","Included","gpt-5.4-medium","No","0","0","0","0","0","Included"
"2026-03-26T22:58:52.902Z","","","Included","gpt-5.4-medium","No","0","3106","930944","2304","936354","Included"
"2026-03-26T22:58:06.991Z","","","Included","gpt-5.4-medium","No","0","3221","149760","527","153508","Included"
"2026-03-26T22:55:02.125Z","","","Included","gpt-5.4-medium","No","0","10936","748032","904","759872","Included"
"2026-03-26T22:47:23.048Z","","","Included","gpt-5.4-medium","No","0","5671","1781376","6633","1793680","Included"
"2026-03-26T22:47:11.931Z","","","Included","gpt-5.4-medium","No","0","0","0","0","0","Included"
"2026-03-26T22:44:50.070Z","","","Included","gpt-5.4-medium","No","0","27467","527104","2781","557352","Included"
"2026-03-26T22:41:09.140Z","","","Included","gpt-5.4-medium","No","0","14359","751488","2728","768575","Included"
"2026-03-26T22:36:20.647Z","","","Included","gpt-5.4-medium","No","0","37731","194560","2255","234546","Included"
"2026-03-26T22:25:20.628Z","","","Included","gpt-5.4-medium","No","0","12541","1290368","6955","1309864","Included"
"2026-03-26T22:23:14.013Z","","","Included","gpt-5.4-medium","No","0","79731","153600","1741","235072","Included"
"2026-03-26T22:16:09.498Z","","","Included","composer-2","No","0","5965","751104","870","757939","Included"
"2026-03-26T21:56:19.208Z","","","Included","composer-2","No","0","13051","1046528","5222","1064801","Included"
"2026-03-26T21:50:50.589Z","","","Included","composer-2","No","0","82670","638976","4676","726322","Included"
"2026-03-26T21:14:58.704Z","","","Included","composer-2","No","0","18898","957440","8781","985119","Included"
"2026-03-26T21:02:26.418Z","","","Included","composer-2","No","0","18208","862720","8970","889898","Included"
"2026-03-26T20:57:45.433Z","","","Included","composer-2","No","0","11456","196608","4171","212235","Included"
"2026-03-26T20:54:07.198Z","","","Included","composer-2","No","0","2950","104448","1305","108703","Included"
"2026-03-26T20:38:14.791Z","","","Included","composer-2","No","0","34344","379392","7563","421299","Included"
"2026-03-26T20:26:22.466Z","","","Included","composer-2","No","0","74939","3641344","11825","3728108","Included"
"2026-03-26T20:22:11.749Z","","","Included","composer-2","No","0","11629","1032704","6541","1050874","Included"
"2026-03-26T20:15:54.157Z","","","Included","composer-2","No","0","27748","1759744","5009","1792501","Included"
"2026-03-26T19:47:56.554Z","","","Included","composer-2","No","0","10231","710656","5379","726266","Included"
"2026-03-26T19:47:07.912Z","","","Included","composer-2","No","0","3220","162304","155","165679","Included"
"2026-03-26T19:44:05.466Z","","","Included","composer-2","No","0","3678","318976","1199","323853","Included"
"2026-03-26T19:41:23.711Z","","","Included","composer-2","No","0","854","78336","535","79725","Included"
"2026-03-26T19:24:00.965Z","","","Included","composer-2","No","0","31803","1299456","18423","1349682","Included"
"2026-03-26T19:22:59.131Z","","","Included","composer-2","No","0","19007","258048","2325","279380","Included"
"2026-03-26T19:06:01.687Z","","","Included","composer-2","No","0","35641","573440","9817","618898","Included"
"2026-03-26T18:50:33.993Z","","","Included","composer-2","No","0","14960","72704","2167","89831","Included"
"2026-03-26T18:21:41.552Z","","","Included","composer-2","No","0","60641","589824","2904","653369","Included"
"2026-03-26T06:00:21.737Z","","","Included","composer-2","No","0","41358","329728","4162","375248","Included"
"2026-03-26T05:55:02.748Z","","","Included","gpt-5.4-medium","No","0","101672","2293504","10013","2405189","Included"
"2026-03-26T05:48:35.074Z","","","Included","gpt-5.4-medium","No","0","80523","644608","11354","736485","Included"
"2026-03-26T05:39:08.035Z","","","Included","composer-2","No","0","115613","1945088","13713","2074414","Included"
"2026-03-26T05:32:06.960Z","","","Included","gpt-5.4-high","No","0","78432","699136","11864","789432","Included"
"2026-03-26T05:05:23.285Z","","","Included","gpt-5.4-high","No","0","344888","8654336","53014","9052238","Included"
"2026-03-26T05:01:31.249Z","","","Included","gpt-5.4-high","No","0","179946","2718208","6198","2904352","Included"
"2026-03-26T04:09:53.349Z","","","Included","gpt-5.4-high","No","0","145671","2867072","26455","3039198","Included"
"2026-03-26T04:07:59.298Z","","","Included","gpt-5.4-high","No","0","110714","256384","2183","369281","Included"
"2026-03-26T04:01:24.661Z","","","Included","gpt-5.4-high","No","0","115038","355456","7005","477499","Included"
"2026-03-25T17:36:44.912Z","","","Included","gpt-5.4-medium","No","0","414247","877824","33505","1325576","Included"
"2026-03-25T17:32:49.108Z","","","Included","gpt-5.4-medium","No","0","86418","1500288","16908","1603614","Included"
"2026-03-25T17:26:40.936Z","","","Included","gpt-5.4-medium","No","0","162062","5536000","15567","5713629","Included"
"2026-03-25T16:12:13.357Z","","","Included","composer-2","No","0","5247","767488","2479","775214","Included"
"2026-03-25T15:50:30.994Z","","","Included","composer-2","No","0","416556","8348672","71185","8836413","Included"
"2026-03-25T15:42:38.115Z","","","Included","gpt-5.4-medium","No","0","8932","325120","6358","340410","Included"
"2026-03-25T15:32:59.685Z","","","Included","gpt-5.4-medium","No","0","96854","107392","3185","207431","Included"
"2026-03-25T15:27:42.585Z","","","Included","composer-2-fast","No","0","73648","681472","8724","763844","Included"
"2026-03-25T15:27:41.832Z","","","Included","composer-2-fast","No","0","146190","779264","9981","935435","Included"
"2026-03-25T15:27:41.819Z","","","Included","composer-2-fast","No","0","35662","244224","8038","287924","Included"
"2026-03-25T15:27:26.487Z","","","Included","gpt-5.4-medium","No","0","10116","176384","4578","191078","Included"
"2026-03-25T15:26:37.044Z","","","Included","gpt-5.4-medium","No","0","0","0","0","0","Included"
"2026-03-25T15:24:27.408Z","","","Included","gpt-5.4-medium","No","0","689","86656","177","87522","Included"
"2026-03-25T15:23:44.534Z","","","Included","gpt-5.4-medium","No","0","14687","72064","385","87136","Included"
"2026-03-25T15:20:33.880Z","","","Included","gpt-5.4-medium","No","0","25264","456704","4166","486134","Included"
"2026-03-25T15:17:00.689Z","","","Included","gpt-5.4-medium","No","0","21807","372736","3703","398246","Included"
"2026-03-25T15:15:50.594Z","","","Included","gpt-5.4-medium","No","0","8298","260480","1972","270750","Included"
"2026-03-25T15:15:13.080Z","","","Included","gpt-5.4-medium","No","0","47752","1536","397","49685","Included"
"2026-03-25T15:09:56.885Z","","","Included","composer-2","No","0","49007","714240","9102","772349","Included"
"2026-03-24T18:53:16.046Z","","","Included","composer-2","No","0","25715","1773568","6625","1805908","Included"
"2026-03-24T18:45:48.416Z","","","Included","composer-2","No","0","29231","1391104","10730","1431065","Included"
"2026-03-24T18:42:32.542Z","","","Included","composer-2","No","0","149","67584","0","67733","Included"
"2026-03-24T18:35:36.181Z","","","Included","composer-2","No","0","30493","1063424","10837","1104754","Included"
"2026-03-24T18:34:04.224Z","","","Included","composer-2","No","0","38788","10240","236","49264","Included"
"2026-03-22T16:59:08.670Z","","","Included","composer-2","No","0","19542","655872","7907","683321","Included"
"2026-03-22T16:57:35.541Z","","","Included","composer-2","No","0","3851","222208","1371","227430","Included"
"2026-03-22T16:44:55.559Z","","","Included","composer-2","No","0","71514","939520","13450","1024484","Included"
"2026-03-22T16:30:30.593Z","","","Included","composer-2","No","0","122351","135456","2962","260769","Included"
"2026-03-20T06:37:18.915Z","","","Included","composer-2-fast","No","0","76617","1277440","18792","1372849","Included"
"2026-03-20T06:26:47.376Z","","","Included","composer-2-fast","No","0","227","7168","377","7772","Included"
"2026-03-20T06:25:40.634Z","","","Included","composer-2-fast","No","0","15846","9728","1048","26622","Included"
"2026-03-10T20:38:13.054Z","","","Included","auto","No","0","11116","97024","1579","109719","Included"
"2026-03-10T20:36:36.602Z","","","Included","auto","No","0","31120","98816","2111","132047","Included"
"2026-02-26T19:11:20.342Z","","","Included","auto","No","0","55293","590208","10547","656048","Included"
"2026-02-26T18:57:47.081Z","","","Included","auto","No","0","12811","29952","2582","45345","Included"
"2026-02-26T17:41:14.572Z","","","Included","auto","No","0","31349","171520","9708","212577","Included"
"2026-02-26T00:10:01.327Z","","","Included","auto","No","0","38579","323072","7308","368959","Included"
"2026-02-18T20:45:19.661Z","","","Included","auto","No","0","53321","144256","3175","200752","Included"
"2026-02-18T20:39:36.581Z","","","Included","auto","No","0","93199","1748992","14497","1856688","Included"
"2026-02-18T20:23:06.000Z","","","Included","auto","No","0","50425","466432","9479","526336","Included"
"2026-02-18T20:22:40.810Z","","","Errored, No Charge","auto","No","0","0","0","0","0","-"
"2026-02-18T20:12:02.552Z","","","Included","auto","No","0","43684","474112","8157","525953","Included"
"2026-02-18T20:09:38.915Z","","","Included","auto","No","0","68948","398336","10530","477814","Included"
"2026-02-18T19:48:15.455Z","","","Included","auto","No","0","18397","229376","3331","251104","Included"
"2026-02-18T19:36:58.452Z","","","Included","auto","No","0","50297","268800","8986","328083","Included"
"2026-02-18T19:29:48.982Z","","","Included","auto","No","0","27087","118784","2884","148755","Included"
"2026-02-18T19:29:06.323Z","","","Included","auto","No","0","66262","296448","6824","369534","Included"
"2026-02-18T08:27:28.322Z","","","Included","auto","No","0","28853","117760","1855","148468","Included"
"2026-02-18T08:23:21.823Z","","","Included","auto","No","0","26159","213504","7257","246920","Included"
"2026-02-18T04:59:11.037Z","","","Included","auto","No","0","19454","108544","2585","130583","Included"
"2026-02-17T19:33:32.891Z","","","Included","auto","No","0","19372","30976","3698","54046","Included"
"2026-02-17T19:16:09.544Z","","","Included","auto","No","0","16013","32896","1706","50615","Included"
"2026-02-17T19:15:13.933Z","","","Included","auto","No","0","1631","14848","134","16613","Included"
"2026-02-13T10:37:21.163Z","","","Included","auto","No","0","0","0","0","0","Included"
"2026-02-13T08:47:21.441Z","","","Included","auto","No","124356","0","664576","2861","791793","Included"
"2026-02-13T07:06:47.340Z","","","Included","auto","No","50552","0","645632","12047","708231","Included"
"2026-02-13T06:58:27.800Z","","","Included","auto","No","56105","0","413696","8098","477899","Included"
"2026-02-13T06:40:33.955Z","","","Included","auto","No","13165","0","600576","9069","622810","Included"
"2026-02-13T06:32:00.984Z","","","Included","auto","No","7731","0","559104","4646","571481","Included"
"2026-02-13T06:30:13.399Z","","","Included","auto","No","8143","0","743936","3160","755239","Included"
"2026-02-13T06:28:21.559Z","","","Included","auto","No","9090","0","699904","4414","713408","Included"
"2026-02-13T06:11:16.861Z","","","Included","auto","No","88940","0","712704","6689","808333","Included"
"2026-02-13T05:59:03.309Z","","","Included","auto","No","68677","0","887808","11287","967772","Included"
"2026-02-13T05:36:00.609Z","","","Included","auto","No","7851","0","570368","2745","580964","Included"
"2026-02-13T05:06:12.303Z","","","Included","auto","No","83692","0","450560","4902","539154","Included"
"2026-02-13T04:53:09.797Z","","","Included","auto","No","71628","0","9728","840","82196","Included"
"2026-02-13T04:19:56.866Z","","","Included","auto","No","2514","0","103424","400","106338","Included"
"2026-02-13T04:13:54.596Z","","","Included","auto","No","8526","0","136192","3402","148120","Included"
"2026-02-13T04:05:39.154Z","","","Included","auto","No","26314","0","303104","8203","337621","Included"
"2026-02-13T03:54:04.005Z","","","Included","auto","No","11317","0","70144","3089","84550","Included"
"2026-02-13T03:50:05.614Z","","","Errored, No Charge","auto","No","1559","0","9728","0","11287","-"
"2026-02-13T03:48:41.116Z","","","Included","auto","No","2494","0","20992","210","23696","Included"
"2026-02-13T03:47:22.839Z","","","Included","auto","No","20491","0","724480","13635","758606","Included"
"2026-02-13T03:46:20.809Z","","","Errored, No Charge","auto","No","0","0","0","0","0","-"
"2026-02-13T03:22:03.132Z","","","Included","auto","No","18594","0","608256","10069","636919","Included"
"2026-02-13T03:13:51.795Z","","","Included","auto","No","12462","0","475136","7579","495177","Included"
"2026-02-13T03:10:10.536Z","","","Included","auto","No","6706","0","171008","3729","181443","Included"
"2026-02-13T03:07:14.139Z","","","Included","auto","No","33057","0","373248","7258","413563","Included"
"2026-02-13T02:59:27.018Z","","","Included","auto","No","8773","0","52736","2557","64066","Included"
"2026-02-13T02:51:14.927Z","","","Included","auto","No","97774","0","115200","933","213907","Included"
"2026-02-13T02:43:51.580Z","","","On-Demand","gpt-5.3-codex","No","0","183703","20224","896","204823","0.34"
"2026-02-13T02:43:28.109Z","","","Errored, No Charge","gpt-5.3-codex","No","0","0","0","0","0","-"
"2026-02-13T02:09:43.130Z","","","On-Demand","gpt-5.3-codex","No","0","444254","2539392","14675","2998321","1.43"
"2026-02-13T02:03:41.097Z","","","On-Demand","gpt-5.3-codex","No","0","199036","427904","5301","632241","0.50"
"2026-02-13T01:42:13.933Z","","","On-Demand","claude-4.6-opus-high-thinking","No","136405","9","793779","4512","934705","1.36"
"2026-02-13T01:21:18.117Z","","","On-Demand","claude-4.6-opus-high-thinking","No","84196","12","572202","5480","661890","0.95"
"2026-02-13T01:09:59.437Z","","","On-Demand","gpt-5.3-codex","No","90005","78089","692416","12869","873379","0.48"
"2026-02-13T00:51:43.605Z","","","On-Demand","composer-1","No","13353","0","44768","1407","59528","0.03"
"2026-02-13T00:50:28.711Z","","","On-Demand","gpt-5.3-codex","No","0","5863","41472","1166","48501","0.03"
"2026-02-12T22:06:21.144Z","","","Included","auto","No","0","0","0","0","0","Included"
"2026-02-12T22:04:23.143Z","","","On-Demand","gpt-5.3-codex","No","0","41091","290176","2568","333835","0.16"
"2026-02-12T22:01:05.957Z","","","Included","auto","No","0","0","0","0","0","Included"
"2026-02-12T22:00:18.979Z","","","Included","auto","No","0","0","0","0","0","Included"
"2026-02-12T21:58:18.570Z","","","Included","auto","No","0","0","0","0","0","Included"
"2026-02-12T21:53:51.245Z","","","Included","auto","No","0","0","0","0","0","Included"
"2026-02-12T21:39:56.001Z","","","On-Demand","gpt-5.3-codex","No","0","204041","1526784","10763","1741588","0.77"
"2026-02-12T21:33:42.734Z","","","On-Demand","gpt-5.3-codex","No","0","60554","558208","6467","625229","0.29"
"2026-02-12T21:30:33.689Z","","","On-Demand","gpt-5.3-codex","No","0","6951","283520","1024","291495","0.08"
"2026-02-12T21:29:47.581Z","","","On-Demand","gpt-5.3-codex","No","0","3655","552960","1350","557965","0.12"
"2026-02-12T21:27:28.120Z","","","On-Demand","gpt-5.3-codex","No","0","9194","192512","614","202320","0.06"
"2026-02-12T21:25:22.559Z","","","On-Demand","gpt-5.3-codex","No","0","76096","311552","3030","390678","0.23"
"2026-02-12T21:20:25.193Z","","","On-Demand","gpt-5.3-codex","No","0","44193","383488","4225","431906","0.20"
"2026-02-12T21:09:37.669Z","","","On-Demand","gpt-5.3-codex","No","0","64349","359040","6808","430197","0.27"
"2026-02-12T20:52:11.151Z","","","On-Demand","gpt-5.3-codex","No","0","20769","369792","7275","397836","0.20"
"2026-02-12T20:50:13.502Z","","","On-Demand","gpt-5.3-codex","No","0","3575","26112","742","30429","0.02"
"2026-02-12T19:48:40.996Z","","","On-Demand","gpt-5.3-codex","No","0","28652","160128","2687","191467","0.12"
"2026-02-12T19:44:57.304Z","","","On-Demand","gpt-5.3-codex","No","0","50086","372736","2130","424952","0.18"
"2026-02-12T07:11:23.903Z","","","On-Demand","gpt-5.3-codex","No","0","89670","576512","7068","673250","0.36"
"2026-02-11T23:14:42.499Z","","","On-Demand","gpt-5.3-codex","No","0","0","0","0","0","0.00"
"2026-02-11T23:14:30.419Z","","","On-Demand","gpt-5.3-codex","No","0","0","0","0","0","0.00"
"2026-02-11T23:13:46.420Z","","","On-Demand","gpt-5.3-codex","No","0","0","0","0","0","0.00"
"2026-02-11T23:12:18.157Z","","","On-Demand","gpt-5.3-codex","No","0","53991","121600","4803","180394","0.18"
"2026-02-11T23:10:53.528Z","","","On-Demand","gpt-5.3-codex","No","0","67776","158080","1343","227199","0.17"
"2026-02-11T23:07:51.955Z","","","On-Demand","gpt-5.3-codex","No","0","36351","169344","2511","208206","0.13"
"2026-02-11T11:22:57.191Z","","","On-Demand","gpt-5.3-codex","No","0","163938","2517248","13055","2694241","0.91"
"2026-02-11T11:20:29.897Z","","","On-Demand","gpt-5.3-codex","No","0","29502","252672","784","282958","0.11"
"2026-02-11T11:15:56.861Z","","","On-Demand","gpt-5.3-codex","No","0","359035","2034304","12521","2405860","1.16"
"2026-02-11T11:13:30.557Z","","","On-Demand","gpt-5.3-codex","No","0","177415","479744","9541","666700","0.53"
"2026-02-11T11:03:06.972Z","","","On-Demand","gpt-5.3-codex","No","0","229205","3015936","21392","3266533","1.23"
"2026-02-11T10:59:28.547Z","","","On-Demand","gpt-5.3-codex","No","0","154725","164608","2513","321846","0.33"
"2026-02-11T10:50:00.155Z","","","On-Demand","gpt-5.3-codex","No","0","212092","1155328","13459","1380879","0.76"
"2026-02-11T10:47:12.801Z","","","On-Demand","gpt-5.3-codex","No","0","43247","200576","1369","245192","0.13"
"2026-02-11T10:34:58.439Z","","","On-Demand","gpt-5.3-codex","No","0","170883","3599488","18733","3789104","1.19"
"2026-02-11T10:32:39.054Z","","","On-Demand","gpt-5.3-codex","No","0","74283","147456","2622","224361","0.19"
"2026-02-11T10:21:24.641Z","","","On-Demand","gpt-5.3-codex","No","0","235749","1427840","24464","1688053","1.00"
"2026-02-11T10:12:33.245Z","","","On-Demand","gpt-5.3-codex","No","0","43077","844160","4905","892142","0.29"
"2026-02-11T10:10:00.243Z","","","On-Demand","gpt-5.3-codex","No","0","144206","809728","7081","961015","0.49"
"2026-02-11T10:06:12.327Z","","","On-Demand","gpt-5.3-codex","No","0","0","0","0","0","0.00"
"2026-02-11T10:04:38.896Z","","","On-Demand","gpt-5.3-codex","No","0","0","0","0","0","0.00"
"2026-02-11T10:04:15.949Z","","","On-Demand","gpt-5.3-codex","No","0","0","0","0","0","0.00"
"2026-02-11T10:02:49.541Z","","","On-Demand","gpt-5.3-codex","No","0","0","0","0","0","0.00"
"2026-02-11T10:02:27.982Z","","","On-Demand","gpt-5.3-codex","No","0","0","0","0","0","0.00"
"2026-02-11T10:00:37.080Z","","","On-Demand","gpt-5.3-codex","No","0","106005","393984","3157","503146","0.30"
"2026-02-11T09:44:42.161Z","","","On-Demand","gpt-5.3-codex","No","0","207010","2094464","29576","2331050","1.14"
"2026-02-11T09:37:18.547Z","","","On-Demand","gpt-5.3-codex","No","0","67890","845952","7936","921778","0.38"
"2026-02-11T09:32:22.871Z","","","On-Demand","gpt-5.3-codex","No","0","176468","87296","2147","265911","0.35"
"2026-02-11T09:21:31.763Z","","","On-Demand","gpt-5.3-codex","No","0","158923","1372800","13848","1545571","0.71"
